entity,hypernym,neg_hypernym,depth,level,pageviews,go_id,parent_id,namespace
transcription elongation by RNA polymerase III,DNA-templated transcription elongation,sodium:proton antiporter activity,9,6,3.47e-06,GO:0006385,GO:0006354,biological_process
negative regulation of platelet-derived growth factor receptor-alpha signaling pathway,negative regulation of platelet-derived growth factor receptor signaling pathway,2'-deoxyribonucleoside biosynthetic process,8,6,6.17e-05,GO:2000584,GO:0010642,biological_process
"neutral amino acid, sodium:proton antiporter activity",sodium:proton antiporter activity,methanol metabolic process,9,6,1.74e-05,GO:0140893,GO:0015385,molecular_function
mitochondrial glutaminyl-tRNA aminoacylation,tRNA aminoacylation for mitochondrial protein translation,icosanoid metabolic process,9,6,1.86e-06,GO:0070148,GO:0070127,biological_process
plasminogen activation,zymogen activation,central nervous system projection neuron axonogenesis,9,6,1.1e-07,GO:0031639,GO:0031638,biological_process
positive regulation of PERK-mediated unfolded protein response,positive regulation of endoplasmic reticulum unfolded protein response,positive regulation of purine nucleotide metabolic process,8,6,9.77e-05,GO:1903899,GO:1900103,biological_process
peptidyl-lysine glutarylation,protein acylation,negative regulation of axon regeneration,8,6,2.79e-08,GO:0106227,GO:0043543,biological_process
negative regulation of cilium assembly,negative regulation of organelle assembly,distal stomach smooth muscle contraction,8,6,6.17e-05,GO:1902018,GO:1902116,biological_process
positive regulation of mitotic metaphase/anaphase transition,positive regulation of mitotic nuclear division,inositol phosphate phosphatase activity,9,6,9.77e-05,GO:0045842,GO:0045840,biological_process
positive regulation of alpha-beta T cell differentiation,positive regulation of T cell differentiation,RNA dinucleotide insertion,10,6,9.77e-05,GO:0046638,GO:0045582,biological_process
twitch skeletal muscle contraction,voluntary skeletal muscle contraction,regulation of sodium ion transmembrane transport,9,6,5.75e-06,GO:0014721,GO:0003010,biological_process
pectic galactan metabolic process,rhamnogalacturonan I side chain metabolic process,regulation of octadecene biosynthetic process,9,6,1.95e-08,GO:0010401,GO:0010400,biological_process
purine deoxyribonucleotide salvage,purine deoxyribonucleotide biosynthetic process,negative regulation of polyketide biosynthetic process,8,6,1.51e-07,GO:0106381,GO:0009153,biological_process
negative regulation of protein oxidation,regulation of protein oxidation,regulation of mitochondrial translational elongation,10,6,6.17e-05,GO:1904807,GO:1904806,biological_process
positive regulation of mitotic nuclear division,regulation of mitotic nuclear division,nephron tubule morphogenesis,8,6,9.77e-05,GO:0045840,GO:0007088,biological_process
"regulation of CD4-positive, alpha-beta T cell differentiation",regulation of alpha-beta T cell differentiation,positive regulation of endoplasmic reticulum unfolded protein response,10,6,2.4e-05,GO:0043370,GO:0046637,biological_process
"regulation of Wnt signaling pathway, planar cell polarity pathway",regulation of non-canonical Wnt signaling pathway,symbiont-mediated suppression of host JAK-STAT cascade via inhibition of STAT activity,8,6,2.4e-05,GO:2000095,GO:2000050,biological_process
butyrate catabolic process,short-chain fatty acid catabolic process,glomerular mesangial cell differentiation,8,6,1.35e-07,GO:0046359,GO:0019626,biological_process
positive regulation of toll-like receptor 9 signaling pathway by B cell receptor internalization,B cell receptor internalization,2'-deoxyribonucleoside biosynthetic process,8,6,9.77e-05,GO:1901245,GO:0036300,biological_process
negative regulation of dCDP biosynthetic process,regulation of dCDP biosynthetic process,positive regulation of G protein-coupled receptor signaling pathway,10,6,6.17e-05,GO:1903529,GO:1903528,biological_process
negative regulation of o-orsellinic acid biosynthetic process,regulation of o-orsellinic acid biosynthetic process,positive regulation of purine nucleotide metabolic process,8,6,6.17e-05,GO:1900699,GO:1900698,biological_process
positive regulation of DNA-templated transcription initiation,regulation of DNA-templated transcription initiation,icosanoid metabolic process,11,6,9.77e-05,GO:2000144,GO:2000142,biological_process
negative regulation of mRNA catabolic process,negative regulation of RNA catabolic process,purine nucleoside triphosphate catabolic process,8,6,6.17e-05,GO:1902373,GO:1902369,biological_process
negative regulation of translational frameshifting,negative regulation of translational elongation,regulation of MAP kinase activity,11,6,6.17e-05,GO:2001125,GO:0045900,biological_process
negative regulation of collateral sprouting of intact axon in response to injury,negative regulation of axon regeneration,negative regulation of epithelial cell proliferation,8,6,6.17e-05,GO:0048685,GO:0048681,biological_process
regulation of intrinsic apoptotic signaling pathway in response to osmotic stress by p53 class mediator,regulation of intrinsic apoptotic signaling pathway in response to osmotic stress,protein localization to microtubule,8,6,2.4e-05,GO:1902238,GO:1902218,biological_process
negative regulation of JUN kinase activity,negative regulation of JNK cascade,negative regulation of biosynthetic process,10,6,6.17e-05,GO:0043508,GO:0046329,biological_process
regulation of AMPA glutamate receptor clustering,regulation of glutamate receptor clustering,cellular response to vitamin K,9,6,2.4e-05,GO:1904717,GO:0106104,biological_process
negative regulation of translation in response to endoplasmic reticulum stress,regulation of translation in response to endoplasmic reticulum stress,regulation of myeloid cell apoptotic process,11,6,6.17e-05,GO:1902010,GO:0036490,biological_process
DNA synthesis involved in DNA replication,DNA biosynthetic process,regulation of non-canonical Wnt signaling pathway,8,6,3.09e-05,GO:0090592,GO:0071897,biological_process
purine ribonucleoside diphosphate biosynthetic process,purine nucleoside diphosphate biosynthetic process,positive regulation of endoplasmic reticulum unfolded protein response,9,6,1.51e-07,GO:0009180,GO:0009136,biological_process
positive regulation of (+)-kotanin biosynthetic process,regulation of (+)-kotanin biosynthetic process,intracellularly ligand-gated monoatomic ion channel activity,9,6,9.77e-05,GO:1900694,GO:1900692,biological_process
double membrane vesicle viral factory lumen,host cell cytoplasm part,mitochondrial RNA catabolic process,8,6,0.000102,GO:0062244,GO:0033655,cellular_component
negative regulation of sodium ion export across plasma membrane,negative regulation of sodium ion transmembrane transport,regulation of pyrimidine nucleotide biosynthetic process,9,6,6.17e-05,GO:1903277,GO:1902306,biological_process
negative regulation of regulated secretory pathway,negative regulation of exocytosis,regulation of arachidonate secretion,8,6,6.17e-05,GO:1903306,GO:0045920,biological_process
caveola assembly,plasma membrane raft assembly,regulation of intrinsic apoptotic signaling pathway in response to osmotic stress,9,6,0.0,GO:0070836,GO:0044854,biological_process
negative regulation of starch utilization system complex assembly,negative regulation of protein-containing complex assembly,regulation of macromolecule biosynthetic process,8,6,6.17e-05,GO:1900513,GO:0031333,biological_process
regulation of translation in response to stress,regulation of translation,mesonephric epithelium development,9,6,2.4e-05,GO:0043555,GO:0006417,biological_process
positive regulation of emericellamide A biosynthetic process,regulation of emericellamide A biosynthetic process,tRNA aminoacylation for mitochondrial protein translation,9,6,9.77e-05,GO:1900663,GO:1900661,biological_process
regulation of DNA biosynthetic process,regulation of macromolecule biosynthetic process,regulation of presynapse organization,8,6,2.4e-05,GO:2000278,GO:0010556,biological_process
negative regulation of alcohol catabolic process,regulation of alcohol catabolic process,regulation of (+)-kotanin biosynthetic process,8,6,6.17e-05,GO:1900420,GO:1900419,biological_process
SCF-dependent proteasomal ubiquitin-dependent protein catabolic process,proteasome-mediated ubiquitin-dependent protein catabolic process,peptidyl-histidine modification,9,6,2.65e-07,GO:0031146,GO:0043161,biological_process
positive regulation of urea catabolic process,positive regulation of small molecule metabolic process,cellular response to disaccharide stimulus,8,6,9.77e-05,GO:1901714,GO:0062013,biological_process
negative regulation of calcium ion import,negative regulation of calcium ion transport,negative regulation of epithelial cell proliferation,8,6,6.17e-05,GO:0090281,GO:0051926,biological_process
positive regulation of protein desumoylation,regulation of protein desumoylation,regulation of dCDP biosynthetic process,12,6,9.77e-05,GO:0060189,GO:0060188,biological_process
positive regulation of dopamine metabolic process,regulation of dopamine metabolic process,negative regulation of organelle assembly,8,6,9.77e-05,GO:0045964,GO:0042053,biological_process
positive regulation of ATP metabolic process,positive regulation of purine nucleotide metabolic process,negative regulation of T cell activation,10,6,9.77e-05,GO:1903580,GO:1900544,biological_process
symbiont-mediated suppression of host JAK-STAT cascade via inhibition of STAT2 activity,symbiont-mediated suppression of host JAK-STAT cascade via inhibition of STAT activity,regulation of non-canonical Wnt signaling pathway,10,6,1.16e-07,GO:0039564,GO:0039562,biological_process
"(2S,3R,6S,9S)-(-)-protoillud-7-ene synthase activity",sesquiterpene synthase activity,regulation of leukocyte tethering or rolling,8,6,0.0,GO:0061923,GO:0010334,molecular_function
A-type (transient outward) potassium channel activity,outward rectifier potassium channel activity,positive regulation of dopaminergic neuron differentiation,10,6,0.000185,GO:0005250,GO:0015271,molecular_function
protein histidyl modification to diphthamide,peptidyl-histidine modification,phosphatidylinositol phosphate 5-phosphatase activity,9,6,3.39e-05,GO:0017183,GO:0018202,biological_process
"chromosomal 5-methylcytosine DNA demethylation, oxidation pathway","positive regulation of gene expression, epigenetic",positive regulation of macromolecule metabolic process,8,6,7.08e-07,GO:0141167,GO:0141137,biological_process
cellular response to menaquinone,cellular response to vitamin K,positive regulation of purine nucleotide metabolic process,8,6,7.76e-06,GO:0071308,GO:0071307,biological_process
inositol trisphosphate phosphatase activity,inositol phosphate phosphatase activity,late endosome,8,6,2.29e-07,GO:0046030,GO:0052745,molecular_function
negative regulation of interleukin-1-mediated signaling pathway,negative regulation of cytokine-mediated signaling pathway,sodium:proton antiporter activity,8,6,6.17e-05,GO:2000660,GO:0001960,biological_process
mesonephric nephron epithelium development,mesonephric epithelium development,chemical synaptic transmission,8,6,1.17e-08,GO:0061241,GO:0072163,biological_process
XMP salvage,XMP biosynthetic process,negative regulation of translational elongation,9,6,6.76e-08,GO:0032265,GO:0097293,biological_process
